authors,created,description,id,is_prerelease,listed,summary,tags,total_downloads,verified,version 
Govert van Drimmelen,2011-04-21T20:29:04.287Z,"Excel-DNA eases the development of Excel add-ins using .NET. 
    Add-ins created with Excel-DNA can export high-performance user-defined functions and macros, and can be packed into a single file for easy distribution and installation.
 
    Excel versions ï¿½97 through 2010 can be targeted with a single add-in.
    Advanced Excel features are supported, including multi-threaded recalculation (Excel 2007 and later), registration-free RTD servers (Excel 2002 and later) and customized Ribbon interfaces (Excel 2007 and 2010).

    Excel-DNA supports both the .NET runtime version 2.0 (which is used by .NET versions 2.0, 3.0 and 3.5) and version 4. 

    The Excel-Dna Runtime is free for all use, and distributed under a permissive open-source license that also allows commercial use.",Excel-DNA,False,True,Excel-DNA is an independent project to integrate .NET into Excel.,excel,40393,False,0.28.0
Lasse V. Karlsen,2011-04-16T20:19:47.707Z,"Utility methods to easily dump object contents to a file/stream, for debug purposes.",ObjectDumper,False,True,"Implements a simple utility class that can dump the contents of an object and all its properties, recursively, to a file or a stream, for debug purposes.",".net,debug,object-dumping",44131,False,1.0.0.12
Michael L Perry,2011-04-15T17:04:44.117Z,Add to a class library. Creates a model.fact file and a T4 template to compile it.,Correspondence.Model,False,True,,"nosql,database,wp7,synchronize",10889,False,1.1.0.3
Tom Bell,2011-04-15T20:55:33.927Z,"Ninject based factory for Jessica, a micro web framework.",Jessica-Factory-Ninject,False,True,,Jessica,3421,False,0.6.0
Amir Rajan,2011-04-29T22:41:51.007Z,Library that allows you to fluently call restful services from WP7.,restful-wp7,False,True,,"rest,wp7",3896,False,1.2.1
Sky Sigal,2011-04-23T10:00:25.787Z,"An unofficial packaging of Bart De Smet's Simple Service Locator.

I needed one, couldn't find one on NuGet - so just whipped this up. 

Contact me know when an official package becomes available so that I can remove this one.",XAct.SimpleServiceLocator,False,True,,"SimpleServiceLocator,CommonServiceLocator,IoC,DI",1174,False,1.0.1
Necros,2011-04-19T18:15:03.693Z,NecroNetToolkit is a set of tools that simplify and help with development of smaller projects based on ASP.NET MVC and Entity Framework.,NecroNetToolkit,False,True,,"ASP.NET,MVC,MVC3,EF",5330,False,0.2.1.1
Amir Barylko,2011-04-23T03:35:03.177Z,SQLitex64 library,SQLitex64,False,True,SQLitex64 library,,10463,False,1.0.66
"Brandon Satrom,Clark Sell",2011-04-15T20:23:09.583Z,"A jQuery Plugin for adding IE9 Features (pinned sites, overlay icons, notifications, etc.) to your applications.",jQuery.ie9ify,False,True,See ie9ify.codeplex.com for an introduction video and full doccumentation.,"jquery,IE9,plugins,browser,pinned,sites,ASPNETWEBPAGES",9496,False,1.1.0
remi Taylor,2011-04-16T02:09:05.02Z,Clide is a CLI IDE for .NET,cli-ide,False,True,,,3791,False,0.1.1.1
Fabrice Michellonet (http://mymemoryleaks.blogspot.com/),2011-04-15T20:43:34.617Z,Provides different patterns to be used with Entity Framework >= 4.1,EntityFramework.Patterns,False,True,,,16422,False,0.2.0
Develop With PassionÂ®,2011-04-30T00:26:16.957Z,Testing Extensions,developwithpassion.specifications.rhinomocks,False,True,Context/Specification framework,"test,unit,testing,context,specification,bdd,tdd",12773,False,0.4.0.6
Develop With PassionÂ®,2011-04-30T00:26:13.303Z,Testing Extensions,developwithpassion.specifications.nsubstitue,False,True,Context/Specification framework,"test,unit,testing,context,specification,bdd,tdd",9756,False,0.4.0.6
philha,2011-04-16T16:51:29.223Z,Set-Mood Presentation,MoodSwings,False,True,,,1943,False,1.1.0
Patrick A. Lorenz,2011-04-30T07:37:13.147Z,"The .NET Extensions project is a growing library of C# und VB.NET extension methods. The project is part of a monthly column published by Patrick A. Lorenz (www.pgk.de) in the German print magazine ""dotnetpro"" (www.dotnetpro.de). You can expect monthly updates.",dnpextensions,False,True,,,10291,False,2011.6.0
TimNew,2011-04-27T17:52:36.287Z,"Windy.Json is super lightweight Json Dom library, which is powered by Dyanmic Object and Linq in C# 4.0.",Windy.Json,False,True,,"Windy,Json,DOM,Dynamic,Linq",1213,False,1.0.4135.3368
Microsoft,2011-04-30T20:27:52.473Z,This package contains Server AppFabric Client assemblies.,ServerAppFabric.Client,False,True,,appfabric,318197,False,1.0.2912
"Keith Dahlby,Mark Embling,Jeremy Skinner",2011-04-30T18:30:55.067Z,"posh-git - A set of PowerShell scripts which provide Git/PowerShell integration.
| Please install with chocolatey (http://nuget.org/List/Packages/chocolatey).",poshgit,False,True,PoshGit - A PowerShell environment for Git,"poshgit,powershell,git,chocolatey",,False,0.3.0
Yukihiro Matsumoto,2011-04-23T07:22:06.957Z,"Ruby - A dynamic, open source programming language with a focus on simplicity and productivity. It has an elegant syntax that is natural to read and easy to write. 
| Please install with chocolatey (http://nuget.org/List/Packages/chocolatey).",ruby,False,True,"Ruby - A dynamic, open source programming language with a focus on simplicity and productivity. It has an elegant syntax that is natural to read and easy to write.","ruby,chocolatey",,False,1.9.2.1
"mtiks,LLC.",2011-04-19T18:33:06.13Z,A comprehensive analytics platform for Windows Phone 7 app developers. Mobile App Analytics that every developer needs to improve and increase app sales.,mtiks,False,True,,"wp7,windows,phone,7,analytics,statistic,exception",,False,0.3.5
Microsoft,2011-04-15T00:29:18.88Z,Contains JsonValue api for typeless / dynamic access to Json.,JsonValue,False,True,,,,False,0.3.0
"Jim Zimmerman,Nathan Totten,Prabir Shrestha",2011-04-27T14:23:52.537Z,This package contains samples that demonstrate the use of the Facebook library.,Facebook.Sample,False,True,,Facebook,,False,5.0.10
neuecc,2011-04-29T17:26:41.067Z,"Simple and Lightweight Database Executor for .NET 4 Client Profile and all ADO.NET DbProviders. Features: set command parameter by AnonymousType, auto type mapping, dynamic IDataRecord accessor,transaction, basic Select/Insert/Delete/Update query build.",DbExecutor,False,True,,"Database,Db,Sql",2968,False,2.0.0.1
FluentPro,2011-04-19T11:02:26.007Z,FluentPS is an open source library to simplify development and improve maintainability of Project Server 2010 custom solutions by providing ORM-like interface to PSI.,FluentSP,False,True,FluentPS is an open source library to simplify development and improve maintainability of Project Server 2010 custom solutions by providing ORM-like interface to PSI.,"sharepoint,project,server",2484,False,2.0.0
Bent,2011-04-17T21:06:26.287Z,Web scripting extension methods.,Arachnophile,False,True,Web scripting extension methods.,"Web,Script,Extension,Method",1767,False,1.0.0
Amir Rajan,2011-04-24T18:13:48.943Z,Library that allows you to fluently call restful services from WP7.,restful-wp7,False,True,,"rest,wp7",3896,False,1.1.0
CKEditor,2011-04-29T12:39:12.147Z,"CKEditor is a text editor to be used inside web pages. It's a WYSIWYG editor, which means that the text being edited on it looks as similar as possible to the results users have when publishing it. It brings to the web common editing features found on desktop editing applications like Microsoft Word and OpenOffice.",CKEditor,False,True,,,89692,False,3.5.3
Arraybracket Limited,2011-04-14T18:42:36.317Z,"DateNavigation provides extension methods to easily calculate key relative dates, such as navigating to the following week day, traversing to the following Tuesday, and calculating the end of the month.",Arraybracket.DateNavigation,False,True,,,1795,False,1.0.0
Andy Sherwood,2011-04-21T18:34:17.6Z,An Ninject-based automocker for Moq.,MoqBot,False,True,,"IoC,mocking,testing,TDD",2487,False,1.2.0
"Igor Tkachenko,Nikolay Duylovskiy,Crystal Rich Ltd",2011-04-29T16:15:33.067Z,"LockHunter is a foolproof file unlocker. It is a free tool to delete files blocked by something you do not know. LockHunter is useful for fighting against malware, and other programs that are blocking files without a reason. Unlike other similar tools it deletes files into the recycle bin so you may restore them if deleted by mistake. 
| Please install with chocolatey (http://nuget.org/List/Packages/chocolatey).",lockhunter,False,True,LockHunter is a foolproof file unlocker.,"lockhunter,unlocker,file,system,locked,files,chocolatey",,False,1.0.2
TechTalk,2011-04-17T20:45:13.913Z,SpecFlow aims at bridging the communication gap between domain experts and developers by binding business readable behavior specifications to the underlying implementation. Our mission is to provide a pragmatic and frictionless approach to Acceptance Test Driven Development and Behavior Driven Development for .NET projects today.,SpecFlow,False,True,SpecFlow aims at bridging the communication gap between domain experts and developers by binding business readable behavior specifications to the underlying implementation. Our mission is to provide a pragmatic and frictionless approach to Acceptance Test Driven Development and Behavior Driven Development for .NET projects today.,"specflow,bdd,gherkin,cucumber",2367087,True,1.6.1
Sky Sigal,2011-04-23T10:02:49.677Z,"An unofficial packaging of Microsoft's Enterprise Library 5. 

I needed one, couldn't find one on NuGet - so just whipped this up. 

Contact me know when an official package becomes available so that I can remove this one.",XAct.EntityLibrary5,False,True,,"Enterprise,Library,5,EntLib,EntLib5",2204,False,0.0.1
Douglas Crockford,2011-04-22T17:57:13.007Z,"JSON is a light-weight, language independent, data interchange format.
See http://www.JSON.org/

This package implements JSON encoders/decoders in JavaScript.",json2,False,True,,"json,json2",798156,False,1.0.0
Darren Cauthon,2011-04-20T03:15:06.943Z,Plugs FluentValidation.MVC3 directly into your MVC Turbine application.,MvcTurbine.FluentValidation,False,True,"Just create a validator class, and it will be auto-wired into your application through your IoC container. Thanks MVC Turbine!",,1989,False,3.0.0
Javier Lozano,2011-04-26T17:39:07.457Z,The Ninject service locator for MVC Turbine.,MvcTurbine.Ninject,False,True,Reference this if you want to use Ninject as your IoC container with MVC Turbine.,"ASP.NET,MVC,MvcTurbine",4958,False,3.1.0
Marc Gravell,2011-04-29T12:39:00.193Z,Asynchronous Redis client,BookSleeve,False,True,,"Async,Redis,NoSQL,Client,Distributed,Cache,PubSub,Messaging",199063,False,0.9.0
Stefans Tools,2011-04-30T18:31:23.223Z,"grepWin is a simple search and replace tool which can use regular expressions to do its job. This allows to do much more powerful searches and replaces.  
| Please install with chocolatey (http://nuget.org/List/Packages/chocolatey).",grepwin,False,True,grepwin,"grepwin,grep,chocolatey",,False,1.5.1
"Amir Rajan,Matt Florence",2011-04-29T22:55:59.723Z,"Set of ruby scripts that help you do continuous testing in .Net (supports NSpec, MSTest and NUnit).",specwatchr,False,True,,"test,testing,autotest,bdd",18529,False,1.3.21
Tom Bell,2011-04-15T20:51:16.52Z,"StructureMap based factory for Jessica, a micro web framework.",Jessica-Factory-StructureMap,False,True,,Jessica,3410,False,0.6.0
"Coding4Fun,Clint Rutkas",2011-04-17T23:58:44.38Z,A toolkit with multiple controls and useful items for Windows Phone Silverlight applications,Coding4Fun.Phone.Controls,False,True,A toolkit with multiple controls and useful items for Windows Phone Silverlight applications,"coding4fun,silverlight,windows,phone,wp7,wp",,False,1.3.2
Christian O. Metz,2011-04-16T14:17:47.803Z,Core functionalities,EnjoyDialogs.Core,False,True,,,,False,1.7.40
"Jim Zimmerman,Nathan Totten,Prabir Shrestha",2011-04-27T14:23:32.067Z,The Facebook C# SDK MVC component.,FacebookWebMvc,False,True,,Facebook,,False,5.0.10
Gizmo Beach,2011-04-24T19:24:25.553Z,ASP.NET MVC Installer - the easy way to install your database-driven MVC application on your production server.,MvcInstaller.MVC3,False,True,,"mvc,installer",6668,False,1.0.130
Dave Cowart,2011-04-17T02:45:01.257Z,Adds an implementation of PagedList that uses AutoMapper to emit ViewModels,AutoMapperPagedList,False,True,,"PagedList,AutoMapper,ASP.NET",5757,False,0.5.2
